numero,clave,nombre,latitud,longitud,altitud,estado,municipio,id_cuenca_de_disponibilidad,cuenca_de_disponibilidad,num_region_hidrologica,region_hidrologica,fn_id_cuenca_de_disponibilidad,fn_num_region_hidrologica,estado_etq
3735,C16259,Tzindio,19.403056,-102.108889,1778,Michoacán de Ocampo,Nuevo Parangaricutiro,278,Río Cupatitzio,18,Balsas,278.0,18.0,Michoacán
3736,URUMC,"Uruapan, Mich.",19.4,-102.2,0,Michoacán de Ocampo,Nuevo Parangaricutiro,280,Río Tepalcatepec,18,Balsas,280.0,18.0,Michoacán
3737,ADUMC,"Adjuntas, Mich.",20.231389,-101.99,1630,Michoacán de Ocampo,Numarán,183,Río Lerma 6,12,Lerma Santiago,183.0,12.0,Michoacán
3738,C16079,Melchor Ocampo,19.583333,-100.333333,2300,Michoacán de Ocampo,Ocampo,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3739,C16083,Pajacuarán,20.116667,-102.566667,1536,Michoacán de Ocampo,Pajacuarán,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3740,C16196,San Gregorio,20.183333,-102.533333,1523,Michoacán de Ocampo,Pajacuarán,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3741,C16084,Panindícuaro,19.975,-101.759444,1852,Michoacán de Ocampo,Panindícuaro,181,Río Angulo,12,Lerma Santiago,181.0,12.0,Michoacán
3742,C16006,Antunez,19.0125,-102.2,360,Michoacán de Ocampo,Parácuaro,280,Río Tepalcatepec,18,Balsas,280.0,18.0,Michoacán
3743,C16085,Parácuaro,19.15,-102.225,597,Michoacán de Ocampo,Parácuaro,280,Río Tepalcatepec,18,Balsas,280.0,18.0,Michoacán
3744,C16087,Pátzcuaro,19.516389,-101.609722,2140,Michoacán de Ocampo,Pátzcuaro,187,Lago de Pátzcuaro,12,Lerma Santiago,187.0,12.0,Michoacán
3745,PTZMC,"Pátzcuaro, Mich.",19.542778,-101.616944,2042,Michoacán de Ocampo,Pátzcuaro,187,Lago de Pátzcuaro,12,Lerma Santiago,187.0,12.0,Michoacán
3746,C16257,Santa Isabel de Ajuno,19.5,-101.583333,2250,Michoacán de Ocampo,Pátzcuaro,187,Lago de Pátzcuaro,12,Lerma Santiago,187.0,12.0,Michoacán
3747,TIRMC,"Tiríndaro, Mich.",19.48,-101.466667,383,Michoacán de Ocampo,Pátzcuaro,188,Lago de Cuitzeo,12,Lerma Santiago,188.0,12.0,Michoacán
3748,C16024,Corrales,20.207222,-101.861667,1730,Michoacán de Ocampo,Penjamillo,183,Río Lerma 6,12,Lerma Santiago,183.0,12.0,Michoacán
3749,CORMC,"Corrales, Mich.",20.207222,-101.861667,1693,Michoacán de Ocampo,Penjamillo,183,Río Lerma 6,12,Lerma Santiago,183.0,12.0,Michoacán
3750,C16117,Santa Fe del Rio,20.201944,-101.826944,1681,Michoacán de Ocampo,Penjamillo,183,Río Lerma 6,12,Lerma Santiago,183.0,12.0,Michoacán
3751,C16243,Ziquítaro,20.061111,-101.888889,1831,Michoacán de Ocampo,Penjamillo,183,Río Lerma 6,12,Lerma Santiago,183.0,12.0,Michoacán
3752,CDVMC,"Chorros del Varal, Mich.",19.5,-102.4,0,Michoacán de Ocampo,Peribán,280,Río Tepalcatepec,18,Balsas,280.0,18.0,Michoacán
3753,C16088,Peribán,19.521111,-102.415,1640,Michoacán de Ocampo,Peribán,280,Río Tepalcatepec,18,Balsas,280.0,18.0,Michoacán
3754,C16103,Purépero,19.915,-102.017778,2083,Michoacán de Ocampo,Purépero,184,Río Duero,12,Lerma Santiago,184.0,12.0,Michoacán
3755,C16234,Galeana,20.038889,-101.575,1935,Michoacán de Ocampo,Puruándiro,182,Río Lerma 5,12,Lerma Santiago,182.0,12.0,Michoacán
3756,C16104,Puruandiro,20.088056,-101.515833,2012,Michoacán de Ocampo,Puruándiro,182,Río Lerma 5,12,Lerma Santiago,182.0,12.0,Michoacán
3757,MLPMC,"Malpaís, Mich.",19.829167,-100.873611,1859,Michoacán de Ocampo,Queréndaro,188,Lago de Cuitzeo,12,Lerma Santiago,188.0,12.0,Michoacán
3758,C16096,Presa Malpaís,19.826389,-100.878889,1859,Michoacán de Ocampo,Queréndaro,188,Lago de Cuitzeo,12,Lerma Santiago,188.0,12.0,Michoacán
3759,C16116,San Sebastián,19.840278,-100.941667,1836,Michoacán de Ocampo,Queréndaro,188,Lago de Cuitzeo,12,Lerma Santiago,188.0,12.0,Michoacán
3760,C16118,Santa Fe,19.673056,-101.556111,2203,Michoacán de Ocampo,Quiroga,187,Lago de Pátzcuaro,12,Lerma Santiago,187.0,12.0,Michoacán
3761,C16018,Casa Fuerte,20.066667,-102.683333,1523,Michoacán de Ocampo,Sahuayo,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3762,C16067,La Raya,20.050556,-102.859722,2181,Michoacán de Ocampo,Sahuayo,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3763,C16068,Las Fuentes,20.051667,-102.837222,2200,Michoacán de Ocampo,Sahuayo,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3764,C16174,Sahuayo,20.056944,-102.723889,1540,Michoacán de Ocampo,Sahuayo,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3765,SAHMC,"Sahuayo, Mich.",20.066667,-102.716667,1526,Michoacán de Ocampo,Sahuayo,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3766,C16146,Zirahuén,19.454167,-101.731944,2090,Michoacán de Ocampo,Salvador Escalante,283,Río Zirahuén,18,Balsas,283.0,18.0,Michoacán
3767,C16113,San Lucas,18.566667,-100.783333,318,Michoacán de Ocampo,San Lucas,277,Río Medio Balsas,18,Balsas,277.0,18.0,Michoacán
3768,C16033,Chincúa,19.7725,-100.288333,2415,Michoacán de Ocampo,Senguio,174,Río Lerma 3,12,Lerma Santiago,174.0,12.0,Michoacán
3769,C16121,Senguío,19.732778,-100.352222,2260,Michoacán de Ocampo,Senguio,174,Río Lerma 3,12,Lerma Santiago,174.0,12.0,Michoacán
3770,TMUMC,"Tercer Mundo, Mich.",19.766389,-100.299167,2466,Michoacán de Ocampo,Senguio,174,Río Lerma 3,12,Lerma Santiago,174.0,12.0,Michoacán
3771,C16122,Susupuato de Guerrero,19.214722,-100.406667,1260,Michoacán de Ocampo,Susupuato,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3772,C16010,Bartolinas,19.2,-101.433333,1400,Michoacán de Ocampo,Tacámbaro,279,Río Tacámbaro,18,Balsas,279.0,18.0,Michoacán
3773,C16123,Tacámbaro,19.235556,-101.456944,1640,Michoacán de Ocampo,Tacámbaro,279,Río Tacámbaro,18,Balsas,279.0,18.0,Michoacán
3774,TRCMC,"Tarecuato, Mich.",19.837778,-102.517222,1988,Michoacán de Ocampo,Tangamandapio,280,Río Tepalcatepec,18,Balsas,280.0,18.0,Michoacán
3775,C16229,Adjuntas,19.913333,-102.203889,1680,Michoacán de Ocampo,Tangancícuaro,184,Río Duero,12,Lerma Santiago,184.0,12.0,Michoacán
3776,C16014,Camécuaro,19.916667,-102.2125,1708,Michoacán de Ocampo,Tangancícuaro,184,Río Duero,12,Lerma Santiago,184.0,12.0,Michoacán
3777,CAMMC,"Camécuaro, Mich.",19.916667,-102.2125,93,Michoacán de Ocampo,Tangancícuaro,184,Río Duero,12,Lerma Santiago,184.0,12.0,Michoacán
3778,C16251,Patambán,19.8025,-102.288889,2140,Michoacán de Ocampo,Tangancícuaro,184,Río Duero,12,Lerma Santiago,184.0,12.0,Michoacán
3779,C16125,Tangancicuaro,19.888889,-102.205,1710,Michoacán de Ocampo,Tangancícuaro,184,Río Duero,12,Lerma Santiago,184.0,12.0,Michoacán
3780,C16126,Tanhuato,20.266667,-102.35,1540,Michoacán de Ocampo,Tanhuato,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3781,C16224,Tanhuato,20.281944,-102.331944,1542,Michoacán de Ocampo,Tanhuato,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3782,C16127,Taretan,19.335556,-101.918056,1147,Michoacán de Ocampo,Taretan,278,Río Cupatitzio,18,Balsas,278.0,18.0,Michoacán
3783,C16512,El Colegio,19.7725,-101.178056,1880,Michoacán de Ocampo,Tarímbaro,188,Lago de Cuitzeo,12,Lerma Santiago,188.0,12.0,Michoacán
3784,C16124,Temascales,20.050833,-100.149444,2409,Michoacán de Ocampo,Temascalcingo,173,Río Lerma 2,12,Lerma Santiago,173.0,12.0,Michoacán
3785,C16261,Chilatán,19.236389,-102.77,440,Michoacán de Ocampo,Tepalcatepec,280,Río Tepalcatepec,18,Balsas,280.0,18.0,Michoacán
3786,C16037,El Cajón,18.966667,-102.75,321,Michoacán de Ocampo,Tepalcatepec,280,Río Tepalcatepec,18,Balsas,280.0,18.0,Michoacán
3787,C16158,El Cajón,18.970833,-102.75,296,Michoacán de Ocampo,Tepalcatepec,280,Río Tepalcatepec,18,Balsas,280.0,18.0,Michoacán
3788,C16038,El Carrizo,19.021667,-102.999444,520,Michoacán de Ocampo,Tepalcatepec,280,Río Tepalcatepec,18,Balsas,280.0,18.0,Michoacán
3789,LOLMC,"Los Olivos, Mich.",19.210833,-102.865556,379,Michoacán de Ocampo,Tepalcatepec,280,Río Tepalcatepec,18,Balsas,280.0,18.0,Michoacán
3790,C16264,Presa Los Olivos,19.200556,-102.837222,379,Michoacán de Ocampo,Tepalcatepec,280,Río Tepalcatepec,18,Balsas,280.0,18.0,Michoacán
3791,C16128,Tepacaltepec,19.183333,-102.833333,365,Michoacán de Ocampo,Tepalcatepec,280,Río Tepalcatepec,18,Balsas,280.0,18.0,Michoacán
3792,C16203,Escuela Secundaria Federal,19.508333,-101.858333,1387,Michoacán de Ocampo,Tingambato,278,Río Cupatitzio,18,Balsas,278.0,18.0,Michoacán
3793,C16106,San Ángel,19.86,-102.548611,1840,Michoacán de Ocampo,Tingüindín,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3794,SANMC,"San Marcos, Mich.",19.854444,-102.54,1859,Michoacán de Ocampo,Tingüindín,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3795,C16237,El Limón,18.930833,-100.564722,460,Michoacán de Ocampo,Tiquicheo de Nicolás Romero,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3796,C16245,San Carlos 2,19.241667,-100.789722,651,Michoacán de Ocampo,Tiquicheo de Nicolás Romero,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3797,C16107,San Carlos I,19.245556,-100.79,799,Michoacán de Ocampo,Tiquicheo de Nicolás Romero,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3798,C16219,San Pedro,19.071667,-100.828333,530,Michoacán de Ocampo,Tiquicheo de Nicolás Romero,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3799,C16132,Tiquicheo,18.9,-100.737222,380,Michoacán de Ocampo,Tiquicheo de Nicolás Romero,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3800,C16244,Tiquicheo,18.902778,-100.736111,383,Michoacán de Ocampo,Tiquicheo de Nicolás Romero,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3801,C16137,Urepetiro,19.975,-102.126944,1753,Michoacán de Ocampo,Tlazazalca,184,Río Duero,12,Lerma Santiago,184.0,12.0,Michoacán
3802,UREMC,"Urepetiro, Mich.",19.962222,-102.137778,1807,Michoacán de Ocampo,Tlazazalca,184,Río Duero,12,Lerma Santiago,184.0,12.0,Michoacán
3803,C16194,E.T.A. 039 Tocumbo,19.701944,-102.520278,1600,Michoacán de Ocampo,Tocumbo,280,Río Tepalcatepec,18,Balsas,280.0,18.0,Michoacán
3804,C16190,Arceo,18.72,-102.268889,320,Michoacán de Ocampo,Tumbiscatío,281,Río Bajo Balsas,18,Balsas,281.0,18.0,Michoacán
3805,C16242,Tumbiscatio,18.542222,-102.375,900,Michoacán de Ocampo,Tumbiscatío,268,Río Chula,17,Costa de Michoacán,268.0,17.0,Michoacán
3806,C16230,Las Cruces,19.065278,-101.427778,800,Michoacán de Ocampo,Turicato,279,Río Tacámbaro,18,Balsas,279.0,18.0,Michoacán
3807,C16133,Turicato,19.053611,-101.420556,740,Michoacán de Ocampo,Turicato,279,Río Tacámbaro,18,Balsas,279.0,18.0,Michoacán
3808,C16099,Presa Tuxpan,19.562778,-100.476111,1750,Michoacán de Ocampo,Tuxpan,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3809,C16258,Presa Tuxpan,19.539722,-100.482222,1747,Michoacán de Ocampo,Tuxpan,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3810,C16134,Tuxpan,19.566667,-100.45,1800,Michoacán de Ocampo,Tuxpan,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3811,C16238,Melchor Ocampo,19.095556,-100.658611,496,Michoacán de Ocampo,Tuzantla,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3812,C16135,Tuzantla,19.216667,-100.583333,666,Michoacán de Ocampo,Tuzantla,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3813,C16163,Tuzantla,19.205833,-100.574722,600,Michoacán de Ocampo,Tuzantla,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3814,CPUMC,"Carrillo Puerto, Mich.",19.55,-101.05,0,Michoacán de Ocampo,Tzitzio,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3815,C16232,El Devanador,19.384167,-100.824722,1060,Michoacán de Ocampo,Tzitzio,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3816,C16241,Tafetán,19.423889,-100.907222,913,Michoacán de Ocampo,Tzitzio,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3817,C16136,Tzitzío,19.5825,-100.923889,1565,Michoacán de Ocampo,Tzitzio,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3818,ZZMMC,"Zinzimeo, Mich.",19.49,-101.0,1736,Michoacán de Ocampo,Tzitzio,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3819,C16212,Barranca de Cupatitzio,19.466667,-102.083333,2078,Michoacán de Ocampo,Uruapan,278,Río Cupatitzio,18,Balsas,278.0,18.0,Michoacán
3820,C16178,E.N.G.F. Uruapan,19.383333,-102.033333,2193,Michoacán de Ocampo,Uruapan,278,Río Cupatitzio,18,Balsas,278.0,18.0,Michoacán
3821,C16056,Jicalan,19.393611,-102.07,1610,Michoacán de Ocampo,Uruapan,278,Río Cupatitzio,18,Balsas,278.0,18.0,Michoacán
3822,C16138,Uruapan,19.384722,-102.058333,1578,Michoacán de Ocampo,Uruapan,278,Río Cupatitzio,18,Balsas,278.0,18.0,Michoacán
3823,C16164,Uruapan,19.416667,-102.066667,1634,Michoacán de Ocampo,Uruapan,278,Río Cupatitzio,18,Balsas,278.0,18.0,Michoacán
3824,C16165,Uruapan,19.395,-102.051944,1611,Michoacán de Ocampo,Uruapan,278,Río Cupatitzio,18,Balsas,278.0,18.0,Michoacán
3825,C16191,Cuatro Esquinas,20.206111,-102.589167,1522,Michoacán de Ocampo,Venustiano Carranza,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3826,C16029,Cuimatillo,20.133333,-102.666667,1522,Michoacán de Ocampo,Venustiano Carranza,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3827,CMTMC,"Cumuatillo, Mich.",20.111111,-102.661667,1574,Michoacán de Ocampo,Venustiano Carranza,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3828,C16198,La Arena,20.2,-102.666667,1527,Michoacán de Ocampo,Venustiano Carranza,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3829,C16063,La Palma,20.145278,-102.768333,1520,Michoacán de Ocampo,Venustiano Carranza,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3830,LPAMC,"La Palma, Mich.",20.146667,-102.751389,1555,Michoacán de Ocampo,Venustiano Carranza,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3831,C16204,E.T.A. 132 Villamar,20.033333,-102.55,1597,Michoacán de Ocampo,Villamar,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3832,C16186,Emiliano Zapata,19.991944,-102.618611,1540,Michoacán de Ocampo,Villamar,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3833,EZPMC,"Emiliano Zapata, Mich.",20.0,-102.566667,0,Michoacán de Ocampo,Villamar,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3834,GUAMC,"Guaracha, Mich.",19.979167,-102.541389,1580,Michoacán de Ocampo,Villamar,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3835,JARMC,"Jaripo, Mich.",19.958333,-102.601944,1587,Michoacán de Ocampo,Villamar,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3836,C16094,Presa Guaracha,19.960556,-102.584444,1580,Michoacán de Ocampo,Villamar,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3837,C16095,Presa Jaripo,19.958333,-102.6,1587,Michoacán de Ocampo,Villamar,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3838,DGNMC,"De Gonzalo, Mich.",20.304444,-102.436944,1534,Michoacán de Ocampo,Vista Hermosa,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3839,C16093,Presa Gonzalo,20.300833,-102.438611,1530,Michoacán de Ocampo,Vista Hermosa,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3840,SCRMC,"San Cristóbal, Mich.",20.208333,-102.464722,1561,Michoacán de Ocampo,Vista Hermosa,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3841,RINMC,"Rinconada, Mich.",20.333333,-102.283333,1520,Michoacán de Ocampo,Yurécuaro,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3842,C16141,Yurécuaro,20.3375,-102.283056,1543,Michoacán de Ocampo,Yurécuaro,186,Río Lerma 7,12,Lerma Santiago,186.0,12.0,Michoacán
3843,C16240,El Pueblito,19.822222,-101.929167,2371,Michoacán de Ocampo,Zacapu,184,Río Duero,12,Lerma Santiago,184.0,12.0,Michoacán
3844,C16188,Tiríndaro,19.766667,-101.741667,2002,Michoacán de Ocampo,Zacapu,181,Río Angulo,12,Lerma Santiago,181.0,12.0,Michoacán
3845,C16142,Zacapu,19.805278,-101.795,1986,Michoacán de Ocampo,Zacapu,181,Río Angulo,12,Lerma Santiago,181.0,12.0,Michoacán
3846,C16171,Zacapu,19.816667,-101.783333,1994,Michoacán de Ocampo,Zacapu,181,Río Angulo,12,Lerma Santiago,181.0,12.0,Michoacán
3847,ZCAMC,"Zacapu, Mich.",19.805278,-101.795,1986,Michoacán de Ocampo,Zacapu,181,Río Angulo,12,Lerma Santiago,181.0,12.0,Michoacán
3848,C16031,Chaparaco,19.973611,-102.265278,1589,Michoacán de Ocampo,Zamora,184,Río Duero,12,Lerma Santiago,184.0,12.0,Michoacán
3849,CHAMC,"Chaparaco, Mich.",19.973611,-102.265278,159,Michoacán de Ocampo,Zamora,184,Río Duero,12,Lerma Santiago,184.0,12.0,Michoacán
3850,C16222,La Rinconada,20.043333,-102.287222,1580,Michoacán de Ocampo,Zamora,184,Río Duero,12,Lerma Santiago,184.0,12.0,Michoacán
3851,ZAMMC,"Observatorio de Zamora, Mich.",20.006667,-102.284167,1636,Michoacán de Ocampo,Zamora,184,Río Duero,12,Lerma Santiago,184.0,12.0,Michoacán
3852,C16048,Zamora,19.985556,-102.283056,1580,Michoacán de Ocampo,Zamora,184,Río Duero,12,Lerma Santiago,184.0,12.0,Michoacán
3853,C16143,Zamora,20.011111,-102.280556,1564,Michoacán de Ocampo,Zamora,184,Río Duero,12,Lerma Santiago,184.0,12.0,Michoacán
3854,C16144,Zamora,19.985,-102.283056,1580,Michoacán de Ocampo,Zamora,184,Río Duero,12,Lerma Santiago,184.0,12.0,Michoacán
3855,C16221,Fruticultores,19.873056,-100.814444,1986,Michoacán de Ocampo,Zinapécuaro,188,Lago de Cuitzeo,12,Lerma Santiago,188.0,12.0,Michoacán
3856,C16052,Huingo,19.921111,-100.862222,1921,Michoacán de Ocampo,Zinapécuaro,188,Lago de Cuitzeo,12,Lerma Santiago,188.0,12.0,Michoacán
3857,C16255,Ucareo,19.9,-100.691667,2554,Michoacán de Ocampo,Zinapécuaro,188,Lago de Cuitzeo,12,Lerma Santiago,188.0,12.0,Michoacán
3858,C16145,Zinapécuaro,19.858611,-100.827222,1880,Michoacán de Ocampo,Zinapécuaro,188,Lago de Cuitzeo,12,Lerma Santiago,188.0,12.0,Michoacán
3859,ZINMC,"Zinapécuaro, Mich.",19.860278,-100.828611,1886,Michoacán de Ocampo,Zinapécuaro,188,Lago de Cuitzeo,12,Lerma Santiago,188.0,12.0,Michoacán
3860,LCAMC,"La Calera, Mich.",18.429167,-100.997222,0,Michoacán de Ocampo,Zirándaro,281,Río Bajo Balsas,18,Balsas,281.0,18.0,Michoacán
3861,C16189,C.R.E.D.F.F.A.,19.533333,-100.233333,3090,Michoacán de Ocampo,Zitácuaro,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3862,ETAMC,"E. T. A., Mich.",19.53,-100.28,505,Michoacán de Ocampo,Zitácuaro,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3863,DBOMC,"El Bosque, Mich.",19.387778,-100.421111,1909,Michoacán de Ocampo,Zitácuaro,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3864,C16192,La Encarnación,19.412778,-100.393889,1720,Michoacán de Ocampo,Zitácuaro,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3865,C16036,Presa El Bosque,19.383333,-100.383333,1909,Michoacán de Ocampo,Zitácuaro,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3866,C16148,Zitácuaro,19.433333,-100.366667,1870,Michoacán de Ocampo,Zitácuaro,276,Río Cutzamala,18,Balsas,276.0,18.0,Michoacán
3867,AMCMR,"Amacuzac, Mor.",18.596111,-99.376944,911,Morelos,Amacuzac,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3868,C17044,E.T.A. 040 Amacuzac,18.598611,-99.369444,1278,Morelos,Amacuzac,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3869,C17007,Huajintlán,18.61,-99.424444,942,Morelos,Amacuzac,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3870,HUAMR,"Huajintlán, Mor.",18.608333,-99.424167,1049,Morelos,Amacuzac,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3871,C17032,San Gabriel,18.616667,-99.35,929,Morelos,Amacuzac,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3872,C17001,Atlatlahuacan,18.936667,-98.928056,1600,Morelos,Atlatlahucan,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3873,ATLMR,"Atlatlahucan, Mor.",18.935833,-98.901667,1497,Morelos,Atlatlahucan,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3874,OAXMR,"Oaxtepec, Mor.",18.900556,-98.901389,1360,Morelos,Atlatlahucan,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3875,SMAMR,"San Miguel Atlatlahuacan, Mor.",18.9475,-98.928056,1600,Morelos,Atlatlahucan,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3876,TLYMR,"Tlayacapan, Mor.",18.9,-98.9,1500,Morelos,Atlatlahucan,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3877,C17030,Axochiapan,18.5,-98.75,1036,Morelos,Axochiapan,273,Río Nexapa,18,Balsas,273.0,18.0,Morelos
3878,C17036,Lagunillas de Rayón,18.483333,-98.716667,1010,Morelos,Axochiapan,273,Río Nexapa,18,Balsas,273.0,18.0,Morelos
3879,LCUMR,"La Cuera, Mor.",18.683611,-98.914444,1186,Morelos,Ayala,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3880,C17054,Moyotepec,18.670833,-98.975278,1154,Morelos,Ayala,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3881,MYOMR,"Moyotepec, Mor.",18.725833,-98.999722,1215,Morelos,Ayala,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3882,C17064,Tecomalco,18.650833,-98.9925,1305,Morelos,Ayala,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3883,APAMR,"Apacingo, Mor.",18.68,-99.463611,0,Morelos,Coatlán del Río,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3884,C17061,Apancingo,18.68,-99.463611,1152,Morelos,Coatlán del Río,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3885,C17062,Chavarría,18.725833,-99.469167,1163,Morelos,Coatlán del Río,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3886,C17059,Coatlán del Rio,18.745278,-99.433333,1027,Morelos,Coatlán del Río,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3887,ALPMR,"Alpanocán, Mor.",18.731111,-98.689722,2100,Morelos,Cohuecan,273,Río Nexapa,18,Balsas,273.0,18.0,Morelos
3888,C17003,Cuautla,18.804167,-98.950833,1303,Morelos,Cuautla,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3889,C17005,Cuautla,18.810278,-98.950833,1302,Morelos,Cuautla,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3890,CUAMR,"Cuautla, Mor.",18.808611,-98.948889,1303,Morelos,Cuautla,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3891,C17017,Tetelcingo,18.866667,-98.933333,1418,Morelos,Cuautla,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3892,C17024,Yautepec,18.854444,-99.021667,1343,Morelos,Cuautla,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3893,C17002,Colonia Empleado,18.948333,-99.230833,1614,Morelos,Cuernavaca,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3894,C17004,Cuernavaca,18.918611,-99.234167,1510,Morelos,Cuernavaca,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3895,CUCMR,"Cuernavaca Centro, Mor.",18.95,-99.233333,1650,Morelos,Cuernavaca,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3896,C17037,Escuela de Biología Uaem,18.983333,-99.233333,1893,Morelos,Cuernavaca,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3897,OBSMR,"Observatorio de Cuernavaca, Mor.",18.908889,-99.219167,1450,Morelos,Cuernavaca,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3898,CURMR,"Secretaría de Eduación Pública Cuernavaca, Mor.",18.948333,-99.230833,1560,Morelos,Cuernavaca,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3899,PROMR,"Progreso, Mor.",18.771111,-99.156944,1400,Morelos,Emiliano Zapata,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3900,CBTMR,"C.B.T.A. 154 Huitzilac, Mor.",19.028333,-99.267222,2550,Morelos,Huitzilac,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3901,C17009,C.B.T.A.154 Huitzilac,19.028333,-99.267222,2550,Morelos,Huitzilac,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
3902,C17047,Huitzilac,19.058333,-99.274167,2801,Morelos,Huitzilac,271,Río Amacuzac,18,Balsas,271.0,18.0,Morelos
